,0,1,2
0,0,s009,0.004718894447217248
1,0,s020,-0.02650658269229867
2,0,s175,-0.0017298517917273177
3,0,s176,-0.01269879807995704
4,0,s178,-0.0010285648499049392
5,0,s180,0.004923489000011612
6,0,s181,0.0066299534914575796
7,0,s182,0.0034655727225633196
8,0,s183,-0.012381568911122385
9,0,s189,0.0050888264393609646
10,0,s190,-0.0017528907671846726
11,0,s198,0.009855432315143171
12,0,s207,-0.005291944894730589
13,0,s209,-0.0035645960779933663
14,0,s210,0.007967598610169565
15,0,s212,0.0008247169811305488
16,0,s217,-0.0036081509480147427
17,0,s219,-0.0015101676453249853
18,0,s224,-0.0015714670057004354
19,0,s240,-0.0029079698043752373
20,0,s254,-0.00184528222824964
21,0,s261,0.0023839461534337783
22,0,s262,-0.0012886115384538653
23,0,s263,-0.0014275902450629852
24,0,s267,-0.0074534520006272875
25,0,s276,0.008435131234970564
26,0,s278,-0.006696725002257153
27,0,s279,-0.010507375924606564
28,0,s282,0.01148100201040507
29,0,s283,-0.009552565303498082
30,0,s286,0.0053676039911806535
31,0,s302,0.008660915686300095
32,0,s304,-0.014029836734431339
33,0,s305,-0.0010962962273965197
34,0,s306,0.0005511187506878427
35,0,s309,-0.003520141305077983
36,0,s311,-0.01068877000012435
37,1,s009,-0.0008479777779602628
38,1,s020,-0.008330878846139136
39,1,s175,-0.007550865958364739
40,1,s176,-0.00506513268919661
41,1,s178,0.005100414540399523
42,1,s180,-0.010718493759977722
43,1,s181,0.005181036129558703
44,1,s182,-0.028821605424882164
45,1,s183,-0.0003222997777508328
46,1,s189,-0.0015943855275663565
47,1,s190,7.766758574655762e-05
48,1,s198,0.0017780927958449832
49,1,s207,-0.008519638769271583
50,1,s209,0.004768411767002487
51,1,s210,0.015843748541859288
52,1,s212,0.0068655471698222306
53,1,s217,-0.004320441516784002
54,1,s219,-0.019315983627974573
55,1,s224,-0.005361812035465297
56,1,s240,-0.007616349056644261
57,1,s254,-0.008556462234507001
58,1,s261,0.0038938057696213946
59,1,s262,-0.0010003076923182502
60,1,s263,0.013266263416082395
61,1,s267,0.01066265599918551
62,1,s276,0.002718916677016144
63,1,s278,0.011156760418089107
64,1,s279,0.003287811108209467
65,1,s282,0.01949890799354763
66,1,s283,-0.0032024979496336715
67,1,s286,-0.008662345996126529
68,1,s302,-0.0007740137254907441
69,1,s304,-0.007667881633245329
70,1,s305,-0.004646298113138467
71,1,s306,0.004766552082704341
72,1,s309,0.0049933673935415954
73,1,s311,-0.0007765979999385308
74,2,s009,-0.00011786481331068057
75,2,s020,0.004988423076960878
76,2,s175,-0.0008392996260226937
77,2,s176,-0.001714125000244864
78,2,s178,0.0003865034337721619
79,2,s180,0.002358478179976373
80,2,s181,-0.0010529449253501195
81,2,s182,-0.0004070731922686916
82,2,s183,-0.007228541711083378
83,2,s189,-0.006804674679308005
84,2,s190,-0.0011705018545466442
85,2,s198,-0.004029393386897734
86,2,s207,-0.011411936737463938
87,2,s209,0.026555247059292807
88,2,s210,0.016675201831579518
89,2,s212,-0.012172873584919251
90,2,s217,0.006457466039068575
91,2,s219,-0.004534683679661685
92,2,s224,0.001235319547495752
93,2,s240,-0.0056167848952958024
94,2,s254,-0.001536173326894641
95,2,s261,0.006397130770402817
96,2,s262,0.004424380769233511
97,2,s263,-0.005546404877904706
98,2,s267,-0.011213228000560776
99,2,s276,0.001205210413900204
100,2,s278,0.013172666663498001
101,2,s279,-0.009322575931609787
102,2,s282,0.004835014012642214
103,2,s283,-0.011665985715214391
104,2,s286,0.008604133995249858
105,2,s302,-0.0020510372549181863
106,2,s304,0.00648087346973848
107,2,s305,-0.000531958490785846
108,2,s306,0.0010703854150051484
109,2,s309,-0.00413629782649324
110,2,s311,0.0003194339999754447
111,3,s009,-0.0020813388874995763
112,3,s020,0.00538857115380919
113,3,s175,0.005348909250339299
114,3,s176,-0.015035499997723559
115,3,s178,-0.0052878868893957605
116,3,s180,-0.01043429845998617
117,3,s181,0.001482928754928748
118,3,s182,0.009084145297009013
119,3,s183,-0.008080784377782247
120,3,s189,-0.00013373301909217294
121,3,s190,-0.005511504968766261
122,3,s198,0.00018381879608905702
123,3,s207,-0.0023458571463101136
124,3,s209,-0.014188988234701692
125,3,s210,-0.0004563399658460814
126,3,s212,0.01781239622640948
127,3,s217,-0.004443000000462217
128,3,s219,0.0020705733374968404
129,3,s224,-0.0027759741367947943
130,3,s240,0.0018722641650798174
131,3,s254,-0.010055466663713248
132,3,s261,-0.003374526923065647
133,3,s262,0.0002324692307656044
134,3,s263,-0.0005069780447406686
135,3,s267,0.021508754000533363
136,3,s276,0.0056153979142739745
137,3,s278,0.002851447915115088
138,3,s279,-0.0024680333358615128
139,3,s282,-0.0002461180090904236
140,3,s283,-0.002964095920514391
141,3,s286,-0.003937965985387566
142,3,s302,-0.0043241745098367024
143,3,s304,-0.0067893346939093355
144,3,s305,-0.0044901320751413775
145,3,s306,0.001684589582509941
146,3,s309,-0.010724802169969062
147,3,s311,-0.004440518000046724
148,4,s009,0.003634035182013005
149,4,s020,-0.0023060865384230455
150,4,s175,-0.00027745858278649393
151,4,s176,-0.013024338465094425
152,4,s178,0.012399377365249625
153,4,s180,0.0006762061200242908
154,4,s181,-0.009573396452359925
