,0,1,2,3
0,0,s009,bf_type,8.387491271531703e-05
2,0,s020,bf_type,0.0005036464683962201
4,0,s175,bf_type,0.0002954871261695014
6,0,s176,bf_type,0.0013625105042381737
8,0,s178,bf_type,-0.00041321333011855207
10,0,s180,bf_type,0.0025906737935857227
12,0,s181,bf_type,-0.00020149191414347683
14,0,s182,bf_type,0.0013934914852682216
16,0,s183,bf_type,-0.0016035669094438998
18,0,s189,bf_type,-8.473808010076654e-05
20,0,s190,bf_type,0.00035718947795216417
22,0,s198,bf_type,0.0021486737495518614
24,0,s207,bf_type,-0.0013148142343529763
26,0,s209,bf_type,-0.0014463720000772303
28,0,s210,bf_type,0.00036818932903071033
30,0,s212,bf_type,0.0007591003472258395
32,0,s217,bf_type,-0.0011144051040034918
34,0,s219,bf_type,-0.006631271346071171
36,0,s224,bf_type,-0.0016002413088625116
38,0,s240,bf_type,0.00046601678142706805
40,0,s254,bf_type,0.007463927797130719
42,0,s261,bf_type,0.003091836523418216
44,0,s262,bf_type,0.0006718157342665569
46,0,s263,bf_type,0.0030764687756265076
48,0,s267,bf_type,-0.002289008214678949
50,0,s276,bf_type,-0.0006378132569476632
52,0,s278,bf_type,-0.0015349844781621378
54,0,s279,bf_type,0.00016314915212040673
56,0,s282,bf_type,0.002141198446858195
58,0,s283,bf_type,0.0027640758343664123
60,0,s286,bf_type,-0.0017708608782782693
62,0,s302,bf_type,-0.0003387816901317505
64,0,s304,bf_type,-0.0003161021126749844
66,0,s305,bf_type,0.0007533421767653803
68,0,s306,bf_type,-0.0007648926054481677
70,0,s309,bf_type,-0.0022480281483795907
72,0,s311,bf_type,2.1445195742026116e-05
74,1,s009,bf_type,-0.00017142014137005274
76,1,s020,bf_type,0.001423430483271415
78,1,s175,bf_type,-5.836982228275885e-05
80,1,s176,bf_type,0.0004928061600261654
82,1,s178,bf_type,0.00024845826222373563
84,1,s180,bf_type,0.0007691713950161606
86,1,s181,bf_type,0.0015795906660609313
88,1,s182,bf_type,0.00023710450450717134
90,1,s183,bf_type,-0.0011332011968428427
92,1,s189,bf_type,-0.0020955776827859493
94,1,s190,bf_type,0.001069469212112573
96,1,s198,bf_type,0.002150461234213197
98,1,s207,bf_type,-0.00010099379646585003
100,1,s209,bf_type,-0.002152421818411147
102,1,s210,bf_type,0.00014996585937646697
104,1,s212,bf_type,0.0009996621527758656
106,1,s217,bf_type,0.0012497105421878545
108,1,s219,bf_type,0.0003384499151087326
110,1,s224,bf_type,0.0018890454857186838
112,1,s240,bf_type,0.0015347452040072784
114,1,s254,bf_type,-0.003621861827463159
116,1,s261,bf_type,-0.00036655248312860735
118,1,s262,bf_type,-5.3432867136532656e-05
120,1,s263,bf_type,-0.0021931561189487514
122,1,s267,bf_type,-0.006140408570562222
124,1,s276,bf_type,0.0005126852263470714
126,1,s278,bf_type,0.0024481321288279457
128,1,s279,bf_type,0.0028312535366977914
130,1,s282,bf_type,0.003270956414030568
132,1,s283,bf_type,-0.0004206791816133869
134,1,s286,bf_type,0.0016847271708420651
136,1,s302,bf_type,-0.0005340137323868552
138,1,s304,bf_type,0.0012029718314473764
140,1,s305,bf_type,-0.0007868690475018471
142,1,s306,bf_type,0.0018640207747754995
144,1,s309,bf_type,-0.005329479260749563
146,1,s311,bf_type,-0.0015674434163812938
148,2,s009,bf_type,0.00010981872536294702
150,2,s020,bf_type,0.0005337914498371402
152,2,s175,bf_type,0.0007399767071883957
154,2,s176,bf_type,-0.005247938403255724
156,2,s178,bf_type,-0.0006279911488854125
158,2,s180,bf_type,-0.0004045034199352346
160,2,s181,bf_type,-0.0009498548643284995
162,2,s182,bf_type,-0.00323127483565326
164,2,s183,bf_type,-9.248280314850792e-05
166,2,s189,bf_type,0.002041253688391941
168,2,s190,bf_type,-0.0005226972188686172
170,2,s198,bf_type,-0.0009878536150708468
172,2,s207,bf_type,-0.0014299248153153458
174,2,s209,bf_type,0.00040585054613819134
176,2,s210,bf_type,0.0024933991595529584
178,2,s212,bf_type,-0.004248499305559348
180,2,s217,bf_type,-5.526666459785857e-05
182,2,s219,bf_type,0.000741309555515888
184,2,s224,bf_type,-0.003229523684660139
186,2,s240,bf_type,-0.0013152373355035099
188,2,s254,bf_type,0.014269886307487902
190,2,s261,bf_type,-0.0005062180851975874
192,2,s262,bf_type,0.0007820188811184112
194,2,s263,bf_type,-0.0007449223621618734
196,2,s267,bf_type,0.00565861892765887
198,2,s276,bf_type,0.0015735518933400862
200,2,s278,bf_type,0.0007191913299908036
202,2,s279,bf_type,-0.0017279811440230118
204,2,s282,bf_type,-0.0010038284043118277
206,2,s283,bf_type,-0.0007346546507637845
208,2,s286,bf_type,-0.0010689373306957068
210,2,s302,bf_type,0.00016252957745827043
212,2,s304,bf_type,-0.0011236887321886156
214,2,s305,bf_type,0.0004629119048702862
216,2,s306,bf_type,-0.001776749647856183
218,2,s309,bf_type,0.0003274637041613458
220,2,s311,bf_type,-0.001941099644183811
222,3,s009,bf_type,-0.0006523392230680361
224,3,s020,bf_type,-5.9924907068528433e-05
226,3,s175,bf_type,-8.869296251321819e-05
228,3,s176,bf_type,0.002870025362083825
230,3,s178,bf_type,-0.004083677831845793
232,3,s180,bf_type,-0.0003130633060494017
234,3,s181,bf_type,-0.00011329381121992499
236,3,s182,bf_type,0.0016596082632464389
238,3,s183,bf_type,0.0023275616259707753
240,3,s189,bf_type,0.001048398049997872
242,3,s190,bf_type,0.0023753337717834395
244,3,s198,bf_type,-0.0024874599466623596
246,3,s207,bf_type,0.0007571076632674479
248,3,s209,bf_type,-0.0007528025460090845
250,3,s210,bf_type,0.0005846365623605923
252,3,s212,bf_type,0.0013719972222282356
254,3,s217,bf_type,-0.0002472112224545
256,3,s219,bf_type,-0.0010521274620958767
258,3,s224,bf_type,0.0020341738194904545
260,3,s240,bf_type,-2.2472258759279965e-05
262,3,s254,bf_type,-0.00039897427731869873
264,3,s261,bf_type,-0.0007848517733117487
266,3,s262,bf_type,-0.00025404405594192425
268,3,s263,bf_type,0.000912716458964197
270,3,s267,bf_type,0.0014888385718222713
272,3,s276,bf_type,0.00011844432006138382
274,3,s278,bf_type,0.0005172090243467476
276,3,s279,bf_type,0.0017518117884330788
278,3,s282,bf_type,-0.0013652634236178832
280,3,s283,bf_type,-0.0032096070637337884
282,3,s286,bf_type,0.00020426522056315647
284,3,s302,bf_type,0.0018107042253504154
286,3,s304,bf_type,-8.609471806779182e-05
288,3,s305,bf_type,-0.0011123568033419397
290,3,s306,bf_type,0.0015398894361233414
292,3,s309,bf_type,-0.0008557503710983816
294,3,s311,bf_type,-0.0015700551601547496
296,4,s009,bf_type,-0.0003103505295138594
298,4,s020,bf_type,0.0003803431226579627
300,4,s175,bf_type,-0.0002952641259374424
302,4,s176,bf_type,0.0027305677539898425
304,4,s178,bf_type,-0.000761058078453003
306,4,s180,bf_type,-0.0009414212277418918
308,4,s181,bf_type,-0.00017117525588238605
310,4,s182,bf_type,0.0016565882861700456
312,4,s183,bf_type,0.002077021996072068
314,4,s189,bf_type,5.3749607619025844e-05
316,4,s190,bf_type,-0.00040889570629383206
318,4,s198,bf_type,-0.0026296717593982796
320,4,s207,bf_type,0.0001384627743603765
322,4,s209,bf_type,-0.0011394600013524977
324,4,s210,bf_type,-0.002276045983084119
326,4,s212,bf_type,0.00047184027778099575
328,4,s217,bf_type,-0.00024143707713581084
330,4,s219,bf_type,0.0011101829826838461
332,4,s224,bf_type,0.001047487714412537
334,4,s240,bf_type,0.0007702421208792563
336,4,s254,bf_type,0.0024591854771529604
338,4,s261,bf_type,-0.0021037904271964934
340,4,s262,bf_type,-0.0022399594405633078
342,4,s263,bf_type,2.8168354262027827e-05
344,4,s267,bf_type,3.3771423789289275e-06
346,4,s276,bf_type,-0.0010937181809409107
348,4,s278,bf_type,-0.0038063574056157908
350,4,s279,bf_type,0.0013489393965789567
352,4,s282,bf_type,0.004104701555714531
354,4,s283,bf_type,-0.00026048215531975904
356,4,s286,bf_type,0.001506545289041665
358,4,s302,bf_type,-0.003014820070419979
360,4,s304,bf_type,0.00013460915502485536
362,4,s305,bf_type,-0.0023891972790695526
364,4,s306,bf_type,-0.0007638123240379258
366,4,s309,bf_type,2.551185208614308e-05
368,4,s311,bf_type,0.0003094925266468704
370,5,s009,bf_type,-0.0020071611334092597
372,5,s020,bf_type,-0.0009205791821303994
374,5,s175,bf_type,-0.0018965745592679514
376,5,s176,bf_type,0.0004575514496958724
378,5,s178,bf_type,-0.0009518497229623694
380,5,s180,bf_type,0.001962459320281443
382,5,s181,bf_type,-0.0003714427984698196
384,5,s182,bf_type,0.0005607871929425054
386,5,s183,bf_type,-0.00022448284251969666
388,5,s189,bf_type,0.0002216537450921926
390,5,s190,bf_type,0.0012283416515782017
392,5,s198,bf_type,0.0008779117665187766
394,5,s207,bf_type,-0.0007007777373082096
396,5,s209,bf_type,-0.00012421090875498213
398,5,s210,bf_type,-0.0013219878408842925
