string,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials_2.thisRepN,trials_2.thisTrialN,trials_2.thisN,trials_2.thisIndex,introduction.started,introduction.stopped,text.started,text.stopped,key_resp.keys,key_resp.rt,key_resp.started,key_resp.stopped,text_4.started,text_4.stopped,text_2.started,text_2.stopped,participant,session,date,expName,psychopyVersion,frameRate
reshy,,,,,4,6,102,19,,,1666.76676971102,1670.767435888,"['r', 'e', 's', 'h', 'y']","[0.5469713680213317, 0.6390317790210247, 0.8058641880052164, 0.9336801769968588, 1.1058180940162856]",1666.76676971102,1670.767435888,,,,,Ian_w_video,1,2020_Dec_02_2137,typingtask,2020.2.8,60.0150077088397
blong,,,,,4,7,103,20,,,1672.74947513003,1676.75088250302,"['b', 'l', 'o', 'n', 'g']","[0.6257060159987304, 0.7982082850066945, 0.9678603519860189, 1.0356015849974938, 1.1727299979829695]",1672.74947513003,1676.75088250302,,,,,Ian_w_video,1,2020_Dec_02_2137,typingtask,2020.2.8,60.0150077088397
zarsh,,,,,4,8,104,23,,,1678.73437800902,1682.734431705,"['z', 'a', 'r', 's', 'h']","[0.6244508319941815, 0.9434196900110692, 1.0594328590086661, 1.2646044100110885, 1.3885524040088058]",1678.73437800902,1682.734431705,,,,,Ian_w_video,1,2020_Dec_02_2137,typingtask,2020.2.8,60.0150077088397
would,,,,,4,9,105,4,,,1684.71831787101,1688.71850021801,"['w', 'o', 'u', 'l', 'd']","[0.5460018299927469, 0.6619360379991122, 0.7380434579972643, 0.8500538249791134, 0.9339007299859077]",1684.71831787101,1688.71850021801,,,,,Ian_w_video,1,2020_Dec_02_2137,typingtask,2020.2.8,60.0150077088397
there,,,,,4,10,106,0,,,1690.701874716,1694.70208858603,"['t', 'h', 'e', 'r', 'e']","[0.49831258598715067, 0.5940811430045869, 0.6620666969974991, 0.7220796569890808, 0.8300452629919164]",1690.701874716,1694.70208858603,,,,,Ian_w_video,1,2020_Dec_02_2137,typingtask,2020.2.8,60.0150077088397
noire,,,,,4,11,107,17,,,1696.68552265601,1700.68587235,"['n', 'o', 'i', 'r', 'e']","[0.540033247001702, 0.7289762110158335, 0.800831830012612, 0.9330641760025173, 1.0169963870139327]",1696.68552265601,1700.68587235,,,,,Ian_w_video,1,2020_Dec_02_2137,typingtask,2020.2.8,60.0150077088397
wagon,,,,,4,12,108,7,,,1702.66910166002,1706.66915952301,"['w', 'a', 'g', 'o', 'n']","[0.5688551760104019, 0.6651827880123165, 0.765131056017708, 0.9089754680171609, 0.984834533999674]",1702.66910166002,1706.66915952301,,,,,Ian_w_video,1,2020_Dec_02_2137,typingtask,2020.2.8,60.0150077088397
kremp,,,,,4,13,109,21,,,1708.65314224502,1712.65363918402,"['k', 'r', 'e', 'm', 'p']","[0.6003847540123388, 0.7045738660090137, 0.78842262699618, 0.8524949619895779, 0.988488506001886]",1708.65314224502,1712.65363918402,,,,,Ian_w_video,1,2020_Dec_02_2137,typingtask,2020.2.8,60.0150077088397
right,,,,,4,14,110,2,,,1714.63710702703,1718.63719076302,"['r', 'i', 'g', 'h', 't']","[0.5251373850042, 0.6761215069855098, 0.7601281589886639, 0.8701856999832671, 0.9501377599954139]",1714.63710702703,1718.63719076302,,,,,Ian_w_video,1,2020_Dec_02_2137,typingtask,2020.2.8,60.0150077088397
about,,,,,4,15,111,1,,,1720.620878535,1724.62085059303,"['a', 'b', 'o', 'u', 't']","[0.5279711059993133, 0.6480365290190093, 0.8069124729954638, 0.8829497020051349, 0.9749181669903919]",1720.620878535,1724.62085059303,,,,,Ian_w_video,1,2020_Dec_02_2137,typingtask,2020.2.8,60.0150077088397
where,,,,,4,16,112,5,,,1726.60498113401,1730.60443160502,"['w', 'h', 'e', 'r', 'e']","[0.49030644999584183, 0.6101913479797076, 0.6704007999796886, 0.7222041600034572, 0.8382465379836503]",1726.60498113401,1730.60443160502,,,,,Ian_w_video,1,2020_Dec_02_2137,typingtask,2020.2.8,60.0150077088397
think,,,,,4,17,113,3,,,1732.587821455,1736.58761039501,"['t', 'h', 'i', 'n', 'k']","[0.5390116980124731, 0.6071425800037105, 0.6992911999986973, 0.875118227006169, 0.9349557060049847]",1732.587821455,1736.58761039501,,,,,Ian_w_video,1,2020_Dec_02_2137,typingtask,2020.2.8,60.0150077088397
lumpo,,,,,4,18,114,18,,,1738.57176929901,1742.57241720802,"['l', 'u', 'm', 'p', 'o']","[0.5506730119814165, 0.6669767049897928, 0.895582914003171, 1.0476972789911088, 1.09174409499974]",1738.57176929901,1742.57241720802,,,,,Ian_w_video,1,2020_Dec_02_2137,typingtask,2020.2.8,60.0150077088397
incan,,,,,4,19,115,16,,,1744.55520273402,1748.55546528302,"['i', 'n', 'c', 'a', 'n']","[0.5491122310049832, 0.6290637770143803, 0.7687212970049586, 0.8408266240148805, 0.9728632619953714]",1744.55520273402,1748.55546528302,,,,,Ian_w_video,1,2020_Dec_02_2137,typingtask,2020.2.8,60.0150077088397
wooer,,,,,4,20,116,13,,,1750.53939120602,1754.53956063202,"['w', 'o', 'o', 'e', 'r']","[0.5500993620080408, 0.6703659589984454, 0.8340877390000969, 0.9102368699968792, 0.9782567610091064]",1750.53939120602,1754.53956063202,,,,,Ian_w_video,1,2020_Dec_02_2137,typingtask,2020.2.8,60.0150077088397
wovet,,,,,4,21,117,22,,,1756.52285297902,1760.522291628,"['w', 'o', 'v', 'e', 't']","[0.531584431999363, 0.6606638969969936, 0.7592792889918201, 0.9273536569962744, 1.0034751200000755]",1756.52285297902,1760.522291628,,,,,Ian_w_video,1,2020_Dec_02_2137,typingtask,2020.2.8,60.0150077088397
yeses,,,,,4,22,118,14,,,1762.50684592401,1766.50732162801,"['y', 'e', 's', 'e', 's']","[0.7229383729863912, 0.8469448350078892, 0.9507317949901335, 1.1401137099892367, 1.255911387008382]",1762.50684592401,1766.50732162801,,,,,Ian_w_video,1,2020_Dec_02_2137,typingtask,2020.2.8,60.0150077088397
merry,,,,,4,23,119,8,,,1768.49083032302,1772.507623949,"['m', 'e', 'r', 'r', 'y']","[0.5356061210040934, 0.6275424729974475, 0.6913749059895054, 0.8683679229870904, 0.9645962389768101]",1768.49083032302,1772.507623949,,,,,Ian_w_video,1,2020_Dec_02_2137,typingtask,2020.2.8,60.0150077088397
,,,,,,,,,,,,,,,,,,,1774.474404248,None,,,,,,
