,sID,Bigram #,Trial #,Bigram,IKI,string,resp_string
0,83,0,0,'f' 'a',0.5359980929642916,faqir,faquirspace
1,83,1,0, 'a' 'q',0.28792365035042167,faqir,faquirspace
2,83,2,0, 'q' 'u',0.25611508172005415,faqir,faquirspace
3,83,3,0, 'u' 'i',0.19996590819209814,faqir,faquirspace
4,83,4,0, 'i' 'r',0.3840144891291857,faqir,faquirspace
5,83,5,0, 'r' 'space',0.8959232559427619,faqir,faquirspace
6,83,6,1,'b' 'u',0.2480167536996305,buddy,buddy
7,83,7,1, 'u' 'd',0.2639327640645206,buddy,buddy
8,83,8,1, 'd' 'd',0.1279941159300506,buddy,buddy
9,83,9,1, 'd' 'y',0.19206408923491836,buddy,buddy
10,83,10,2,'p' 'u',0.23190433206036687,puppy,puppy
11,83,11,2, 'u' 'p',1.0960088917054236,puppy,puppy
12,83,12,2, 'p' 'p',0.14407034404575825,puppy,puppy
13,83,13,2, 'p' 'y',0.11990983318537474,puppy,puppy
14,83,14,3,'h' 'a',0.40809583477675915,haole,haole
15,83,15,3, 'a' 'o',0.2718890979886055,haole,haole
16,83,16,3, 'o' 'l',0.199997884221375,haole,haole
17,83,17,3, 'l' 'e',0.08809631364420056,haole,haole
18,83,18,4,'t' 'h',0.1439663376659155,therm,therm
19,83,19,4, 'h' 'e',0.20794882532209158,therm,therm
20,83,20,4, 'e' 'r',0.11211266368627548,therm,therm
21,83,21,4, 'r' 'm',0.15193671314045787,therm,therm
22,83,22,5,'t' 'h',0.14392295200377703,there,there
23,83,23,5, 'h' 'e',0.10407744208350778,there,there
24,83,24,5, 'e' 'r',0.09594574430957437,there,there
25,83,25,5, 'r' 'e',0.12793119484558702,there,there
26,83,26,6,'b' 'e',0.2960305502638221,belly,belly
27,83,27,6, 'e' 'l',0.22395718097686768,belly,belly
28,83,28,6, 'l' 'l',0.15209746779873967,belly,belly
29,83,29,6, 'l' 'y',0.09597765607759356,belly,belly
30,83,30,7,'t' 'h',0.19200967391952872,think,think
31,83,31,7, 'h' 'i',0.16008195467293262,think,think
32,83,32,7, 'i' 'n',0.199959522113204,think,think
33,83,33,7, 'n' 'k',0.1840620180591941,think,think
34,83,34,8,'v' 'o',0.21598333818838,vodka,vodka
35,83,35,8, 'o' 'd',0.34400514187291265,vodka,vodka
36,83,36,8, 'd' 'k',0.15193922212347388,vodka,vodka
37,83,37,8, 'k' 'a',0.16809860290959477,vodka,vodka
38,83,38,9,'f' 'a',0.41591503703966737,faqir,faqir
39,83,39,9, 'a' 'q',0.33614177675917745,faqir,faqir
40,83,40,9, 'q' 'i',0.2638596682809293,faqir,faqir
41,83,41,9, 'i' 'r',0.15206521283835173,faqir,faqir
42,83,42,10,'t' 'i',0.16791419312357903,tithe,tithe
43,83,43,10, 'i' 't',0.11997663602232933,tithe,tithe
44,83,44,10, 't' 'h',0.12804672168567777,tithe,tithe
