,sID,Bigram #,Trial #,Bigram,IKI,string,resp_string,rep #
0,p11,0,0,'p' 'u',0.3039785651490092,puppy,puppyspace,0
1,p11,1,0, 'u' 'p',0.2479643328115344,puppy,puppyspace,0
2,p11,2,0, 'p' 'p',0.136017344892025,puppy,puppyspace,0
3,p11,3,0, 'p' 'y',0.2641030512750149,puppy,puppyspace,0
4,p11,4,0, 'y' 'space',0.927855032030493,puppy,puppyspace,0
5,p11,5,1,'c' 'h',0.1520143523812294,cheer,cheer,0
6,p11,6,1, 'h' 'e',0.19997717253863811,cheer,cheer,0
7,p11,7,1, 'e' 'e',0.15196409402415156,cheer,cheer,0
8,p11,8,1, 'e' 'r',0.2479992751032114,cheer,cheer,0
9,p11,9,2,'e' 'd',0.24003744218498468,edthe,edthe,0
10,p11,10,2, 'd' 't',0.320044226013124,edthe,edthe,0
11,p11,11,2, 't' 'h',0.1439236719161272,edthe,edthe,0
12,p11,12,2, 'h' 'e',0.19199598394334316,edthe,edthe,0
13,p11,13,3,'h' 'e',0.19196257181465626,heond,heond,0
14,p11,14,3, 'e' 'o',0.1679853373207152,heond,heond,0
15,p11,15,3, 'o' 'n',0.23998877871781588,heond,heond,0
16,p11,16,3, 'n' 'd',0.16806738218292594,heond,heond,0
17,p11,17,4,'a' 'b',0.15199262090027332,about,about,0
18,p11,18,4, 'b' 'o',0.1759653869085014,about,about,0
19,p11,19,4, 'o' 'u',0.16008728882297873,about,about,0
20,p11,20,4, 'u' 't',0.21596131194382906,about,about,0
21,p11,21,5,'d' 'r',0.3199282786808908,druze,druze,0
22,p11,22,5, 'r' 'u',0.4000025079585612,druze,druze,0
23,p11,23,5, 'u' 'z',0.28006302705034614,druze,druze,0
24,p11,24,5, 'z' 'e',0.31993909226730466,druze,druze,0
25,p11,25,6,'b' 'u',0.20002359291538596,buddy,buddy,0
26,p11,26,6, 'u' 'd',0.4480215469375253,buddy,buddy,0
27,p11,27,6, 'd' 'd',0.1919493260793388,buddy,buddy,0
28,p11,28,6, 'd' 'y',0.17606703704223037,buddy,buddy,0
29,p11,29,7,'t' 'h',0.13600935926660895,therm,therm,0
30,p11,30,7, 'h' 'e',0.19203780172392726,therm,therm,0
31,p11,31,7, 'e' 'r',0.1280025439336896,therm,therm,0
32,p11,32,7, 'r' 'm',0.2240447229705751,therm,therm,0
33,p11,33,8,'p' 'u',0.3118499629199505,puppy,puppy,1
34,p11,34,8, 'u' 'p',0.2640013350173831,puppy,puppy,1
35,p11,35,8, 'p' 'p',0.12800823897123337,puppy,puppy,1
36,p11,36,8, 'p' 'y',0.2800758518278599,puppy,puppy,1
37,p11,37,9,'h' 'a',0.22395363776013255,haole,haole,0
38,p11,38,9, 'a' 'o',0.13609662605449557,haole,haole,0
39,p11,39,9, 'o' 'l',0.27190257981419563,haole,haole,0
40,p11,40,9, 'l' 'e',0.16804316407069564,haole,haole,0
41,p11,41,10,'t' 'h',0.1439352841116488,there,there,0
42,p11,42,10, 'h' 'e',0.12800846993923187,there,there,0
43,p11,43,10, 'e' 'r',0.12004552502185106,there,there,0
44,p11,44,10, 'r' 'e',0.12803971581161022,there,there,0
45,p11,45,11,'p' 'u',0.3279534736648202,puppy,puppy,2
46,p11,46,11, 'u' 'p',0.2480030390433967,puppy,puppy,2
47,p11,47,11, 'p' 'p',0.14404851011931896,puppy,puppy,2
48,p11,48,11, 'p' 'y',0.3120206189341843,puppy,puppy,2
49,p11,49,12,'b' 'e',0.2239412902854383,belly,belly,0
50,p11,50,12, 'e' 'l',0.2080017328262329,belly,belly,0
51,p11,51,12, 'l' 'l',0.18404487427324057,belly,belly,0
52,p11,52,12, 'l' 'y',0.2800004887394607,belly,belly,0
53,p11,53,13,'l' 'u',0.29599899239838123,lucky,lucky,0
54,p11,54,13, 'u' 'c',0.272047673817724,lucky,lucky,0
55,p11,55,13, 'c' 'k',0.10403076093643904,lucky,lucky,0
56,p11,56,13, 'k' 'y',0.30391710717231035,lucky,lucky,0
57,p11,57,14,'t' 'i',0.16004537278786302,tithe,tithe,0
58,p11,58,14, 'i' 't',0.17595539428293705,tithe,tithe,0
59,p11,59,14, 't' 'h',0.13601019559428096,tithe,tithe,0
60,p11,60,14, 'h' 'e',0.18399783596396446,tithe,tithe,0
61,p11,61,15,'v' 'a',0.13595219515264034,vanru,vanru,0
62,p11,62,15, 'a' 'n',0.152039029635489,vanru,vanru,0
63,p11,63,15, 'n' 'r',0.1760477852076292,vanru,vanru,0
64,p11,64,15, 'r' 'u',0.1839782171882689,vanru,vanru,0
65,p11,65,16,'l' 'u',0.3440635367296636,lucky,lucky,1
66,p11,66,16, 'u' 'c',0.21595417195931077,lucky,lucky,1
67,p11,67,16, 'c' 'k',0.1440489119850099,lucky,lucky,1
68,p11,68,16, 'k' 'y',0.36798207834362984,lucky,lucky,1
69,p11,69,17,'c' 'h',0.12810045899823308,champ,champ,0
70,p11,70,17, 'h' 'a',0.17589509580284357,champ,champ,0
71,p11,71,17, 'a' 'm',0.15209696115925908,champ,champ,0
72,p11,72,17, 'm' 'p',0.2559560500085354,champ,champ,0
73,p11,73,18,'v' 'a',0.16001871973276138,vanru,vanru,1
74,p11,74,18, 'a' 'n',0.16794819524511695,vanru,vanru,1
75,p11,75,18, 'n' 'r',0.20802206406369805,vanru,vanru,1
76,p11,76,18, 'r' 'u',0.16004333179444075,vanru,vanru,1
77,p11,77,19,'c' 'o',0.2560014920309186,cooed,cooed,0
78,p11,78,19, 'o' 'o',0.20808937679976225,cooed,cooed,0
79,p11,79,19, 'o' 'e',0.19999260921031237,cooed,cooed,0
80,p11,80,19, 'e' 'd',0.1519147357903421,cooed,cooed,0
81,p11,81,20,'f' 'a',0.16000596806406975,faqir,faqir,0
82,p11,82,20, 'a' 'q',0.4720395118929446,faqir,faqir,0
83,p11,83,20, 'q' 'i',0.19194752676412463,faqir,faqir,0
84,p11,84,20, 'i' 'r',0.20805064402520657,faqir,faqir,0
85,p11,85,21,'p' 'y',0.3760711047798395,pykka,pykka,0
86,p11,86,21, 'y' 'k',0.4319594348780811,pykka,pykka,0
87,p11,87,21, 'k' 'k',0.15997143695130944,pykka,pykka,0
88,p11,88,21, 'k' 'a',0.16799879213795066,pykka,pykka,0
89,p11,89,22,'t' 'h',0.14400640968233347,therm,therm,1
90,p11,90,22, 'h' 'e',0.16799194319173694,therm,therm,1
91,p11,91,22, 'e' 'r',0.07999612716957927,therm,therm,1
92,p11,92,22, 'r' 'm',0.1920961318537593,therm,therm,1
93,p11,93,23,'t' 'i',0.1519754291512072,tithe,tithe,1
